category,content,link,title
100,(부산=연합뉴스) 차근호 기자 = 한·아세안 특별정상회의를 나흘 앞둔 21일 부산 해운대구 벡스코에서 열린 2019 국가 대테러 종합훈련에서 소방대원들이 신속하게 화재를 진화하는 합동 방수 장면을 시연하고 있다. 2019.11.21    ready@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011228618,'화재를 신속히 진화하라'
100,"(인천=뉴스1) 정진욱 기자 = 유은혜 사회부총리 겸 교육부 장관이 21일 오후 인천 미추홀학교를 방문, 바리스타 교육을 받은 후 학생과 악수를 하고 있다.유 장관은 이날 장애학생 진로직업교육 현장을 확인하고 장애학생 진로·직업교육 활성화 방안 등을 학교 및 장애시설관계자들과 논의 했다. 2019.11.21/뉴스1guts@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004318333,학생들에게 인사하는 유은혜 장관
100,(서울=연합뉴스) 안정원 기자 =  강경화 외교부 장관이 21일 서울 여의도 국회에서 열린 외교통상위원회 전체회의에서 방위비 분담금 협상 및 지소미아 종료 여부에 대한 질문에 답변 자료를 건네받고 있다.2019.11.21    jeong@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011228615,자료 받는 강경화 장관
100,(서울=연합뉴스) 안정원 기자 =  강경화 외교부 장관이 21일 서울 여의도 국회에서 열린 외교통상위원회 전체회의에서 방위비 분담금 협상 관련 질문에 답하고 있다.2019.11.21    jeong@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011228612,답변하는 강경화 장관
100,(부산=연합뉴스) 김주형 기자 = 이낙연 국무총리가 21일 오후 부산 해운대 벡스코에서 열린 2019 국가 대테러종합훈련에 참석해 대원들을 격려하고 있다. 2019.11.21    kjhpress@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011228611,[한-아세안] '안전을 부탁합니다'
100,"[헤럴드경제(용인)=박정규 기자]한·중양국의 제약, 바이오분야 협력을 위한 ‘한·중생명과학포럼’이 1차(중국북경시, 2016년10월), 2차(중국산동성 제남시, 2018년9월)에 이어 3차포럼이 오는 21일단국대 죽전캠퍼스 대회의실과 단국역사관에서 열렸다.단국대가 주도하는 이 포럼은 한·중간 제약, 생명과학분야의 산학연관 협력을 통해 양국 해당 분야 연구 성과뿐 아니라 산업발전을 통해 국가 경제에 기여하자는 취지에서 운영되고 있다.포럼에는 ▷중국산동성 제남시 인민정부와 산하 기업 ▷대웅제약, 중외제약 등 국내 22개기업 ▷단국대(의대, 약대, 링크사업단)가참여한 가운데 ▷대학및 기업 상호간 생명과학분야 상호교류 및 협력 ▷공동분야협업을 통한 글로벌 시장 창출 ▷국내바이오기업의 중국 진출 지원 △생명과학분야발전을 통한 양국 국가경제 기여를 중심으로 진행됐다.기존에는 국내 기업들이 개별적으로 중국시장 진출을 위해 절차와 과정에서 손실이 많았지만 한·중기업 네트워킹을 통해 중국 제약시장의 인허가 관련 사항 등 중요 정보를 손쉽게 획득할 수 있는 정보교류의 장으로써 확대된 셈이다.중국 산동성 제남시 측 인사(장쥔제남시 인민정부 부비서장, 마오셩쥔 산동성정부 주한무역대표처 수석대표, 류궈쥔 산둥성 줄기세포공학유한회사 총재, 펑리정 지난(제남)아이쓰의약과기유한회사 회장 등) 22명과국내 제약, 바이오기업 대표 60명, 단국대 관계자 등 100여명이 참석했다.행사에는 한국바이오·제약협회, 한국의약수출입협회, 의료기기테크노밸리 등도 참관해 한·중간의 제약, 화장품, 건기식, 의료기기 수출입에 대한 다양한 협의가 진행됐다.장호성 포럼 회장(전 단국대 총장)은 “포럼개최를 통해 의약산업 분야의 글로벌 산학협력을 확대하고 의약학 분야의 실질적인 협력과 아울러 국내 제약기업의 구체적이고 신속한 중국시장 진출을 지원할 수 있기를 기대한다”고 밝혔다.단국대 한중생명 과학포럼.단국대가 주도하는 ‘한·중생명과학포럼’은 대학특성화전략의 하나로 꾸준히 투자해온 BT(생명과학)분야활성화의 연장선에서 출발했다.단국대는 그동안 링크사업단 등을 통해 국내 바이오 기업과의 협력을 다져왔고 국내기업과의 협력 경험을 바탕으로 한·중간 의약분야를 아우르는 생명과학분야의 글로벌 협력강화를 위해 두 차례 생명과학포럼을 개최해왔다.한·중생명과학포럼은그동안 한중의약시장 현황과 국제협력 사례, 한중의약품 인허가 현황 및 국제 인허가 대응전략, 산학협력을통해 태아 소두증을 유발하는 지카바이러스 진단키트 제조 성공 등 양국 바이오분야 발전 등을 위해 노력했다.fob140@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶미리 준비하는 겨울 최대 70%할인! 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001605164,단국대 한·중생명과학포럼개최..바이오기업 中 진출
100,"공천기획단 공천 룰 확정…""국민 염원 담아 개혁공천""[CBS노컷뉴스 유동근 기자]자유한국당 총선기획단장인 박맹우 사무총장(왼쪽 두번째)이 21일 국회에서 열린 전략회의에서 발언하고 있다. (사진=연합뉴스)자유한국당은 21일 내년 4월 총선에 대비해 현역 의원의 절반 이상을 교체하는 공천 원칙을 확정했다.박맹우 사무총장은 이날 당 총선기획단 회의 직후 국회 정론관에서 브리핑을 통해 ""2020년 시대정신과 국민적 염원을 담아 결정했다""며 이 같이 발표했다. ""21대 총선에서 현역 의원의 절반이상을 교체하겠다""고 했다.이어 ""(현역 의원) 교체율을 높이기 위해 현역의원 중 3분의 1이상을 컷오프(사전 낙천)하기로 했다""고 덧붙였다. 한국당의 의석은 현재 108석으로 36석 이상 사전 탈락시키는 방침인 셈이다.나머지 20% 가량은 경선 과정에서 탈락하도록 세부적인 룰을 조정할 것으로 보인다. 박 사무총장은 ""공천방향과 컷오프의 세부사항은 치열하고 심도 있는 논의를 계속하겠다""고 설명했다.▶ 확 달라진 노컷뉴스▶ 인싸들의 선택, 노컷뉴스 구독 서비스▶ 노컷이 못한 일, 돈컷은 한다dkyoo@cbs.co.kr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=079&aid=0003294022,"한국당, 현역 50% 물갈이…3분의 1 '컷오프'"
100,"[한국경제TV 김현경 기자]강경화 외교부 장관은 21일 ""일본의 태도 변화가 있지 않은 한 한일 군사정보보호협정(GSOMIA·지소미아)이 내일 종료된다""고 말했다.강 장관은 이날 국회 외교통일위원회 전체회의에서 지소미아가 내일 예정대로 종료되느냐는 자유한국당 원유철 의원에 질문에 ""일본의 태도에 변화가 있지 않은 한 그렇다는 게 저희 입장""이라고 답했다.지소미아 종료를 일정기간 유예해야한다는 지적에 대해서는 ""일본의 수출규제는 분명히 부당하고 보복적이며 신뢰를 해치는 조치였다""며 ""일본의 변화 없이는 어렵게 내린 결정을 바꿀 수 있는 상황은 아니라고 생각한다""고 말했다.앞서 정부는 일본의 수출규제 대응으로 지난 8월22일 지소미아 연장 중단을 발표했으며, 오는 23일 0시 종료를 앞두고 있다.강경화 지소미아 (사진=연합뉴스)김현경기자 khkkim@wowtv.co.kr▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=215&aid=0000825962,"강경화 ""日 태도변화 없는 한 지소미아 내일 종료"""
100,"(서울=뉴스1) 임세영 기자 = 박맹우 자유한국당 총선기획단 단장이 21일 오후 서울 여의도 국회 정론관에서 총선기획단 회의 결과를 브리핑 하고 있다. 2019.11.21/뉴스1seiyu@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004318327,총선기획단회의 결과 브리핑하는 박맹우
100,"(인천=뉴스1) 정진욱 기자 = 유은혜 사회부총리 겸 교육부 장관이 21일 오후 인천 미추홀학교를 방문, 바리스타 교육을 받은 후 한 학생에게 커피를 전달받고 있다.유 장관은 이날 장애학생 진로직업교육 현장을 확인하고 장애학생 진로·직업교육 활성화 방안 등을 학교 및 장애시설관계자들과 논의 했다. 2019.11.21/뉴스1guts@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004318324,커피 받고 기뻐하는 유은혜 장관
100,"[그래픽소스=연합·123RF] [헤럴드경제=이운자] 터키에서 사업을 하던 한국인 40대 남성이 10대 괴한의 공격을 받고 숨지는 일이 발생했다.21일 정부에 따르면 지난 19일 터키 남동부 디야르바르크 지역에서 한국인 사업가 A 씨가 강도에게 흉기로 찔린 뒤 인근 병원으로 이송됐으나 사망했다. 현지 경찰은 16세 터키인을 강도 살해 혐의로 검거했다.터키주재 한국대사관은 사건 접수 뒤 경위와 사인을 파악해 현지 유가족과 국내 가족에게 통보했다.주터키 대사는 디야르바르크 부지사를 접촉해 당국의 철저한 수사와 법적 조치를 요청했다.정부는 “주재국 경찰 등과 긴밀한 협력관계를 유지하고 현지 방문 가족에게 편의제공과 장례 절차 지원 등 필요한 영사 조력을 적극 제공하겠다”고 밝혔다.yihan@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶미리 준비하는 겨울 최대 70%할인! 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001605163,터키서 40대 한국인 남성 피습 사망
100,"빈센트 브룩스 전 주한미군사령관은 20일(현지시간) 한·미 관계에 대해 “양국의 국수주의적 정책이 동맹의 현실을 놓치고 있다고 생각한다”고 비판했다. 그는 한국 정부의 한일군사정보보호협정(GSOMIA·지소미아) 종료 결정과 관련해선 한·미·일 3각 협력 매커니즘이 쇠퇴할 것이라고 우려했다.브룩스 전 사령관은 이날 미국 비영리단체인 ‘코리아소사이어티’가 뉴욕 맨해튼의 플라자호텔에서 개최한 연례 만찬에서 기조연설을 통해 “국수주의적 이기심은 반드시 공동의 이익에 종속돼야 한다”면서 이같이 밝혔다. 그는 한·미 방위비 분담금 협상과 관련해 “우리는 매우 중요한 시점에 있다”며 “지난주, 이번 주, 남은 몇 주가 동맹을 말해줄 것”이라고 말했다. 이는 분담금 협상의 향배가 한·미동맹에 영향을 미칠 수 있다는 의미로 풀이된다.브룩스 전 사령관은 “현재 한·미동맹엔 긴장감이 있다”며 “우리는 이런 긴장을 경계해야 한다”고 지적했다. 그는 지소미아 문제와 관련해 “그 협정은 쉽게 체결된 게 아니다”면서 “협정이 종료되면 예상했던 것보다 동맹에 큰 영향이 있을수 있다”고 우려했다. 그는 지소미아 종료시 “(한국의) 일본과의 관계의 질에서도 영향이 있을 것”이라면서 “(한·미·일) 3각 협력 메커니즘도 쇠퇴할 수 있다”고 전망했다.이날 행사에 참석한 캐슬린 스티븐스 전 주한대사도 “미국에서 한·미관계에 대한 의문이 많이 나오고 있는 실정”이라며 “미국에서 ‘미국 우선주의’가 고개를 들면서 동맹 관계가 부담이 된다는 인식이 퍼지고 있다”고 설명했다. 그는 지소미아 종료 조치에 대해 “한·미관계의 불확실성을 보여주는 증상”이라며 “한·미 협력이 지연되는 걸 유감스럽게 생각한다. 우리는 이런 협력 관계가 다시 복원되도록 노력해야한다”고 지적했다.스티븐스 대사는 내년 초 코리아소사이어티의 이사장으로 취임할 예정이다. 2009년부터 10년간 이사장을 맡아온 토마스 허버드 전 대사는 올해 말 퇴임한다. 스티븐스 대사는 “지금이 한·미 관계에 가장 중요한 시점인 것 같다”며 “양국 관계가 얼마나 중요한 지 집중 조명하는 역할이 필요할 것으로 본다”고 말했다.뉴욕=김현석 특파원 realist@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0004245244,"빈센트 브룩스 ""지소미아 종료시 한미일 3각협력 쇠퇴""…스티븐스 ""한·미관계 의문이 많이 나오는 실정"""
100,"3분기 가계소득동향 보고 받고 강조…“정책 일관되게 이어나가야”[아이뉴스24 김상도 기자]문재인 대통령은 21일 발표된 3분기 가계소득 동향에 대해 “저소득 가구 소득감소는 아픈 대목이긴 하지만 2분기에 좋아지고, 3분기에는 좀 더 좋아진 모습”이라며 “소득주도성장 효과가 나타나고 있으니, 일관되게 정책 이어나가야 한다”고 말했다고 고민정 청와대 대변인이 전했다.고민정 대변인이 21일 오후 청와대 춘추관 브리핑룸에서 2019년 3분기 가계소득 동향 관련 브리핑을 하고 있다.  [뉴시스]고 대변인에 따르면 1분위에서 5분위까지 모두 가계소득 모두 증가하고, 5분위 배율은 이번 3분기에는 4.3%나 큰 폭으로 증가해 소득 하위 20% 어르신들에 대한 기본금 인상, 아동수당 확대 등 정부 정책 효과로 이전소득이 확대됐다는 것이다. 또 2,3,4 분위 소득도 모두 고르게 증가해 중간층 소득이 두터워진 것으로 나타났다.문 대통령은 “구조적 어려움 속에서도 1분위, 전 분위 소득 모두 늘어난 것 등은 매우 의미 있는 변화”라며 “다만 자영업 악화에 대해서는 면밀한 분석과 함께 점검할 필요성이 있다”고 지적했다.김상도기자 kimsangdo@inews24.com▶네이버 채널에서 아이뉴스24를 구독해주세요.▶아이뉴스24 창간 20주년 인문기행 2020-백두산 기행[ⓒ 아이뉴스24 무단전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=031&aid=0000516358,문대통령 “소득주도성장 효과가 나타나고 있다”
100,"(인천=뉴스1) 정진욱 기자 = 유은혜 사회부총리 겸 교육부 장관이 21일 오후 인천 미추홀학교를 방문, 바리스타 교육을 받은 후 교육 관계자에게 커피를 전달하고 있다. 유 장관은 이날 장애학생 진로직업교육 현장을 확인하고 장애학생 진로·직업교육 활성화 방안 등을 학교 및 장애시설관계자들과 논의 했다. 2019.11.21/뉴스1guts@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004318323,커피 대접하는 유은혜 장관
100,"(서울=연합뉴스) 홍정규 이은정 기자 = 자유한국당은 내년 총선 공천에서 현역의원 중 3분의 1 이상을 탈락시키는 방안을 추진한다고 21일 밝혔다.    한국당 총선기획단은 이날 회의를 열어 이같이 확정했다고 박맹우 사무총장이 브리핑했다.    박 사무총장은 ""(컷오프를 포함해) 21대 총선에서 현역의원의 절반 이상을 교체하는 개혁 공천을 하기로 했다""고 말했다.    출마 의사가 있는 현역의원 중 3분의 1을 쳐내고, 불출마 의사를 밝힌 의원과 비례대표를 포함해 절반 이상을 새 인물로 공천하겠다는 의미다.한국당 총선기획단 전략회의(서울=연합뉴스) 진성철 기자 = 자유한국당 총선기획단장인 박맹우 사무총장(왼쪽 두번째)이 21일 국회에서 열린 전략회의에서 발언하고 있다.    2019.11.21 zjin@yna.co.kr    zheng@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0011228600,"[2보] 한국당 ""현역 3분의 1 컷오프 추진…총선서 절반이상 물갈이"""
100,"(서울=뉴스1) 임세영 기자 = 박맹우 자유한국당 총선기획단 단장이 21일 오후 서울 여의도 국회 정론관에서 총선기획단 회의 결과를 브리핑 하고 있다. 2019.11.21/뉴스1seiyu@news1.kr▶ [ 크립토허브 ] ▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=421&aid=0004318321,자유한국당 총선기획단 회의 결과 브리핑
